Leaves,Order,Family,Subfamily,Genus,Family Definition
NC_070650,Strabovirales,Chimalliviridae,Laomedeiavirinae,Erskinevirus,ICTV VMR38
NC_061418,Strabovirales,Chimalliviridae,Laomedeiavirinae,Moabitevirus,ICTV VMR38
NC_061421,Strabovirales,Chimalliviridae,Laomedeiavirinae,Moabitevirus,ICTV VMR38
NC_048792,Strabovirales,Chimalliviridae,Laomedeiavirinae,Moabitevirus,ICTV VMR38
NC_023557,Strabovirales,Chimalliviridae,Laomedeiavirinae,Agricanvirus,ICTV VMR38
NC_041972,Strabovirales,Chimalliviridae,Laomedeiavirinae,Agricanvirus,ICTV VMR38
NC_041973,Strabovirales,Chimalliviridae,Laomedeiavirinae,Agricanvirus,ICTV VMR38
NC_041974,Strabovirales,Chimalliviridae,Laomedeiavirinae,Agricanvirus,ICTV VMR38
NC_041975,Strabovirales,Chimalliviridae,Laomedeiavirinae,Agricanvirus,ICTV VMR38
NC_048170,Strabovirales,Chimalliviridae,Laomedeiavirinae,,ICTV VMR38
NC_070952,Strabovirales,Chimalliviridae,Psamathevirinae,,ICTV VMR38
NC_070936,Strabovirales,Chimalliviridae,Psamathevirinae,,ICTV VMR38
NC_048182,Strabovirales,Chimalliviridae,Psamathevirinae,,ICTV VMR38
NC_071007,Strabovirales,Chimalliviridae,Psamathevirinae,,ICTV VMR38
NC_070998,Strabovirales,Chimalliviridae,Psamathevirinae,Ferozepurvirus,ICTV VMR38
NC_070999,Strabovirales,Chimalliviridae,Psamathevirinae,Ferozepurvirus,ICTV VMR38
NC_071015,Strabovirales,Chimalliviridae,Psamathevirinae,,ICTV VMR38
NC_028899,Strabovirales,Chimalliviridae,Albiorixvirinae,,ICTV VMR38
NC_028950,Strabovirales,Chimalliviridae,Albiorixvirinae,,ICTV VMR38
NC_042018,Strabovirales,Chimalliviridae,Cordeliavirinae,,ICTV VMR38
NC_023610,Strabovirales,Chimalliviridae,Cordeliavirinae,,ICTV VMR38
NC_041913,Demerecvirales,Demerecviridae,Nereidvirinae,Priunavirus,ICTV VMR38
NC_055910,Demerecvirales,Demerecviridae,Nereidvirinae,Priunavirus,ICTV VMR38
NC_048086,Demerecvirales,Demerecviridae,Nereidvirinae,Novosibvirus,ICTV VMR38
NC_042090,Demerecvirales,Demerecviridae,Nereidvirinae,Novosibvirus,ICTV VMR38
NC_048041,Demerecvirales,Demerecviridae,Hi'iakavirinae,,ICTV VMR38
NC_048151,Demerecvirales,Demerecviridae,Hi'iakavirinae,,ICTV VMR38
NC_049840,Drexlervirales,Drexlerviridae,Halimedevirinae,,ICTV VMR38
NC_049845,Drexlervirales,Drexlerviridae,Halimedevirinae,Webervirus,ICTV VMR38
NC_048126,Drexlervirales,Drexlerviridae,Halimedevirinae,Webervirus,ICTV VMR38
NC_031053,Drexlervirales,Drexlerviridae,Halimedevirinae,Webervirus,ICTV VMR38
NC_043469,Drexlervirales,Drexlerviridae,Halimedevirinae,Webervirus,ICTV VMR38
NC_047784,Drexlervirales,Drexlerviridae,Halimedevirinae,Webervirus,ICTV VMR38
NC_047825,Drexlervirales,Drexlerviridae,Halimedevirinae,Webervirus,ICTV VMR38
NC_049833,Drexlervirales,Drexlerviridae,Halimedevirinae,Webervirus,ICTV VMR38
NC_028760,Drexlervirales,Drexlerviridae,Halimedevirinae,Webervirus,ICTV VMR38
NC_049835,Drexlervirales,Drexlerviridae,Halimedevirinae,Webervirus,ICTV VMR38
NC_049836,Drexlervirales,Drexlerviridae,Halimedevirinae,Webervirus,ICTV VMR38
NC_049834,Drexlervirales,Drexlerviridae,Halimedevirinae,Webervirus,ICTV VMR38
NC_049837,Drexlervirales,Drexlerviridae,Halimedevirinae,Webervirus,ICTV VMR38
NC_048162,Drexlervirales,Drexlerviridae,Halimedevirinae,Webervirus,ICTV VMR38
NC_029099,Drexlervirales,Drexlerviridae,Halimedevirinae,Webervirus,ICTV VMR38
NC_049846,Drexlervirales,Drexlerviridae,Halimedevirinae,Webervirus,ICTV VMR38
NC_049844,Drexlervirales,Drexlerviridae,Halimedevirinae,Webervirus,ICTV VMR38
NC_049838,Drexlervirales,Drexlerviridae,Halimedevirinae,Webervirus,ICTV VMR38
NC_047841,Drexlervirales,Drexlerviridae,Halimedevirinae,Webervirus,ICTV VMR38
NC_047907,Drexlervirales,Drexlerviridae,Halimedevirinae,Webervirus,ICTV VMR38
NC_049842,Drexlervirales,Drexlerviridae,Halimedevirinae,Webervirus,ICTV VMR38
NC_028774,Drexlervirales,Drexlerviridae,Halimedevirinae,Webervirus,ICTV VMR38
NC_049839,Drexlervirales,Drexlerviridae,Halimedevirinae,Webervirus,ICTV VMR38
NC_048024,Drexlervirales,Drexlerviridae,Halimedevirinae,Webervirus,ICTV VMR38
NC_047850,Drexlervirales,Drexlerviridae,Halimedevirinae,Webervirus,ICTV VMR38
NC_049847,Drexlervirales,Drexlerviridae,Halimedevirinae,Webervirus,ICTV VMR38
NC_049848,Drexlervirales,Drexlerviridae,Halimedevirinae,Webervirus,ICTV VMR38
NC_048042,Drexlervirales,Drexlerviridae,Halimedevirinae,Webervirus,ICTV VMR38
NC_048143,Drexlervirales,Drexlerviridae,Halimedevirinae,Webervirus,ICTV VMR38
NC_049841,Drexlervirales,Drexlerviridae,Halimedevirinae,Webervirus,ICTV VMR38
NC_028786,Drexlervirales,Drexlerviridae,Halimedevirinae,Webervirus,ICTV VMR38
NC_049843,Drexlervirales,Drexlerviridae,Halimedevirinae,,ICTV VMR38
NC_021330,Drexlervirales,Druskaviridae,Carmevirinae,,ICTV VMR38
NC_020158,Drexlervirales,Druskaviridae,Carmevirinae,,ICTV VMR38
NC_021867,Dunevirales,Duneviridae,Dysnomiavirinae,Unahavirus,ICTV VMR38
NC_031926,Dunevirales,Duneviridae,Dysnomiavirinae,Unahavirus,ICTV VMR38
NC_048834,Dunevirales,Duneviridae,Dysnomiavirinae,,ICTV VMR38
NC_031911,Dunevirales,Duneviridae,Dysnomiavirinae,Unahavirus,ICTV VMR38
NC_041859,Dunevirales,Duneviridae,Dysnomiavirinae,Unahavirus,ICTV VMR38
NC_062750,Dunevirales,Duneviridae,Tethysvirinae,,ICTV VMR38
NC_062749,Dunevirales,Duneviridae,Tethysvirinae,,ICTV VMR38
NC_015938,Autographivirales,Grimontviridae,Calibanvirinae,Moazamivirus,ICTV VMR38
NC_070974,Autographivirales,Grimontviridae,Calibanvirinae,Moazamivirus,ICTV VMR38
NC_019402,Autographivirales,Grimontviridae,Calibanvirinae,Crifsvirus,ICTV VMR38
NC_070973,Autographivirales,Grimontviridae,Calibanvirinae,Crifsvirus,ICTV VMR38
NC_070977,Autographivirales,Grimontviridae,Calibanvirinae,,ICTV VMR38
NC_048664,Autographivirales,Grimontviridae,Calibanvirinae,Privateervirus,ICTV VMR38
NC_048861,Autographivirales,Grimontviridae,Calibanvirinae,Privateervirus,ICTV VMR38
NC_070975,Autographivirales,Grimontviridae,Calibanvirinae,Privateervirus,ICTV VMR38
NC_070976,Autographivirales,Grimontviridae,Calibanvirinae,Privateervirus,ICTV VMR38
NC_048707,Guelinvirales,Guelinviridae_1,Moonvirinae,,ICTV VMR38
NC_018084,Guelinvirales,Guelinviridae_1,Moonvirinae,Brucesealvirus,ICTV VMR38
NC_018083,Guelinvirales,Guelinviridae_1,Moonvirinae,Brucesealvirus,ICTV VMR38
NC_017980,Guelinvirales,Guelinviridae_1,Moonvirinae,Brucesealvirus,ICTV VMR38
NC_062759,Thumleimavirales,Hafunaviridae,Skrymirvirinae,,ICTV VMR38
NC_020159,Thumleimavirales,Hafunaviridae,Skrymirvirinae,,ICTV VMR38
NC_048134,Thumleimavirales,Herelleviridae,Logevirinae,,ICTV VMR38
NC_048085,Thumleimavirales,Herelleviridae,Logevirinae,Harbinvirus,ICTV VMR38
NC_048084,Thumleimavirales,Herelleviridae,Logevirinae,Harbinvirus,ICTV VMR38
NC_047926,Thumleimavirales,Herelleviridae,Logevirinae,Harbinvirus,ICTV VMR38
NC_047924,Thumleimavirales,Herelleviridae,Logevirinae,Harbinvirus,ICTV VMR38
NC_006565,Thumleimavirales,Herelleviridae,Logevirinae,,ICTV VMR38
NC_048677,Thumleimavirales,Herelleviridae,Logevirinae,,ICTV VMR38
NC_048753,Thumleimavirales,Herelleviridae,Skollvirinae,,ICTV VMR38
NC_048754,Thumleimavirales,Herelleviridae,Skollvirinae,Tybeckvirus,ICTV VMR38
NC_048752,Thumleimavirales,Herelleviridae,Skollvirinae,Tybeckvirus,ICTV VMR38
NC_015280,Strabovirales,Kyanoviridae,Lysitheavirinae,Eurybiavirus,ICTV VMR38
NC_020859,Strabovirales,Kyanoviridae,Lysitheavirinae,Brizovirus,ICTV VMR38
NC_021530,Strabovirales,Kyanoviridae,Lysitheavirinae,Brizovirus,ICTV VMR38
NC_047719,Strabovirales,Kyanoviridae,Lysitheavirinae,Brizovirus,ICTV VMR38
NC_047718,Strabovirales,Kyanoviridae,Lysitheavirinae,Brizovirus,ICTV VMR38
NC_026924,Strabovirales,Kyanoviridae,Lysitheavirinae,Brizovirus,ICTV VMR38
NC_031242,Strabovirales,Kyanoviridae,Lysitheavirinae,Brizovirus,ICTV VMR38
NC_021072,Strabovirales,Kyanoviridae,Lysitheavirinae,Brizovirus,ICTV VMR38
NC_015289,Strabovirales,Kyanoviridae,Lysitheavirinae,Brizovirus,ICTV VMR38
NC_015282,Strabovirales,Kyanoviridae,Lysitheavirinae,Brizovirus,ICTV VMR38
NC_031922,Strabovirales,Kyanoviridae,Lysitheavirinae,Brizovirus,ICTV VMR38
NC_070962,Strabovirales,Kyanoviridae,Lysitheavirinae,Brizovirus,ICTV VMR38
NC_015287,Strabovirales,Kyanoviridae,Lysitheavirinae,Brizovirus,ICTV VMR38
NC_006883,Strabovirales,Kyanoviridae,Lysitheavirinae,Brizovirus,ICTV VMR38
NC_031935,Strabovirales,Kyanoviridae,Lysitheavirinae,,ICTV VMR38
NC_027132,Strabovirales,Kyanoviridae,Lysitheavirinae,Potamoivirus,ICTV VMR38
NC_031906,Strabovirales,Kyanoviridae,Lysitheavirinae,Potamoivirus,ICTV VMR38
NC_020837,Strabovirales,Kyanoviridae,Lysitheavirinae,Potamoivirus,ICTV VMR38
NC_070960,Strabovirales,Kyanoviridae,Lysitheavirinae,Potamoivirus,ICTV VMR38
NC_031235,Strabovirales,Kyanoviridae,Lysitheavirinae,Potamoivirus,ICTV VMR38
NC_055710,Strabovirales,Kyanoviridae,Lysitheavirinae,Brizovirus,ICTV VMR38
NC_047734,Strabovirales,Kyanoviridae,Lysitheavirinae,Potamoivirus,ICTV VMR38
NC_008296,Strabovirales,Kyanoviridae,Lysitheavirinae,Brizovirus,ICTV VMR38
NC_020875,Strabovirales,Kyanoviridae,Lysitheavirinae,Brizovirus,ICTV VMR38
NC_021559,Strabovirales,Kyanoviridae,Lysitheavirinae,Eurybiavirus,ICTV VMR38
NC_006884,Strabovirales,Kyanoviridae,Lysitheavirinae,Eurybiavirus,ICTV VMR38
NC_047733,Strabovirales,Kyanoviridae,Lysitheavirinae,Brizovirus,ICTV VMR38
NC_021536,Strabovirales,Kyanoviridae,Lysitheavirinae,Brizovirus,ICTV VMR38
NC_023584,Strabovirales,Kyanoviridae,Lysitheavirinae,Brizovirus,ICTV VMR38
NC_015286,Strabovirales,Kyanoviridae,Lysitheavirinae,Brizovirus,ICTV VMR38
NC_047716,Strabovirales,Kyanoviridae,Lysitheavirinae,Brizovirus,ICTV VMR38
NC_047715,Strabovirales,Kyanoviridae,Lysitheavirinae,Brizovirus,ICTV VMR38
NC_015285,Strabovirales,Kyanoviridae,Lysitheavirinae,Brizovirus,ICTV VMR38
NC_048102,Strabovirales,Kyanoviridae,Lysitheavirinae,Brizovirus,ICTV VMR38
NC_015281,Strabovirales,Kyanoviridae,Lysitheavirinae,Brizovirus,ICTV VMR38
NC_055744,Strabovirales,Kyanoviridae,Lysitheavirinae,Brizovirus,ICTV VMR38
NC_055719,Strabovirales,Kyanoviridae,Lysitheavirinae,Brizovirus,ICTV VMR38
NC_070964,Strabovirales,Kyanoviridae,Lysitheavirinae,Brizovirus,ICTV VMR38
NC_015290,Strabovirales,Kyanoviridae,Lysitheavirinae,Brizovirus,ICTV VMR38
NC_019444,Strabovirales,Kyanoviridae,Lysitheavirinae,Brizovirus,ICTV VMR38
NC_070839,Strabovirales,Kyanoviridae,Lysitheavirinae,Brizovirus,ICTV VMR38
NC_031944,Strabovirales,Kyanoviridae,Lysitheavirinae,Brizovirus,ICTV VMR38
NC_028663,Strabovirales,Kyanoviridae,Lysitheavirinae,Brizovirus,ICTV VMR38
NC_062734,Strabovirales,Kyanoviridae,Lysitheavirinae,Brizovirus,ICTV VMR38
NC_015288,Strabovirales,Kyanoviridae,Lysitheavirinae,Potamoivirus,ICTV VMR38
NC_062736,Strabovirales,Kyanoviridae,Lysitheavirinae,Potamoivirus,ICTV VMR38
NC_062735,Strabovirales,Kyanoviridae,Lysitheavirinae,Potamoivirus,ICTV VMR38
NC_031900,Strabovirales,Kyanoviridae,Lysitheavirinae,Potamoivirus,ICTV VMR38
NC_023587,Strabovirales,Kyanoviridae,Lysitheavirinae,Potamoivirus,ICTV VMR38
NC_070961,Strabovirales,Kyanoviridae,Lysitheavirinae,Potamoivirus,ICTV VMR38
NC_013085,Strabovirales,Kyanoviridae,Lysitheavirinae,Potamoivirus,ICTV VMR38
NC_006820,Strabovirales,Kyanoviridae,Lysitheavirinae,,ICTV VMR38
NC_048015,Strabovirales,Kyanoviridae,Lysitheavirinae,Eurybiavirus,ICTV VMR38
NC_015284,Strabovirales,Kyanoviridae,Lysitheavirinae,Eurybiavirus,ICTV VMR38
NC_020845,Strabovirales,Kyanoviridae,Lysitheavirinae,Eurybiavirus,ICTV VMR38
NC_047838,Strabovirales,Kyanoviridae,Lysitheavirinae,Atlauavirus,ICTV VMR38
NC_015279,Strabovirales,Kyanoviridae,Lysitheavirinae,Atlauavirus,ICTV VMR38
NC_021071,Strabovirales,Kyanoviridae,Lysitheavirinae,Emcearvirus,ICTV VMR38
NC_047713,Strabovirales,Kyanoviridae,Lysitheavirinae,Atlauavirus,ICTV VMR38
NC_019443,Strabovirales,Kyanoviridae,Lysitheavirinae,Emcearvirus,ICTV VMR38
NC_047714,Strabovirales,Kyanoviridae,Lysitheavirinae,Atlauavirus,ICTV VMR38
NC_048049,Strabovirales,Kyanoviridae,Lysitheavirinae,,ICTV VMR38
NC_055761,Strabovirales,Kyanoviridae,Lysitheavirinae,,ICTV VMR38
NC_020851,Strabovirales,Kyanoviridae,Lysitheavirinae,,ICTV VMR38
NC_028955,Strabovirales,Kyanoviridae,Lysitheavirinae,,ICTV VMR38
NC_070963,Strabovirales,Kyanoviridae,Lysitheavirinae,Serangoonvirus,ICTV VMR38
NC_031927,Strabovirales,Kyanoviridae,Lysitheavirinae,Serangoonvirus,ICTV VMR38
NC_047712,Strabovirales,Kyanoviridae,Lysitheavirinae,Atlauavirus,ICTV VMR38
NC_001825,Madridvirales,Madridviridae,Titanvirinae,,ICTV VMR38
NC_048862,Madridvirales,Madridviridae,Titanvirinae,,ICTV VMR38
NC_042114,Madridvirales,Madridviridae,Titanvirinae,,ICTV VMR38
NC_004814,Madridvirales,Madridviridae,Titanvirinae,,ICTV VMR38
NC_048858,Madridvirales,Madridviridae,Callistovirinae,Badaztecvirus,ICTV VMR38
NC_009643,Madridvirales,Madridviridae,Callistovirinae,,ICTV VMR38
NC_048859,Madridvirales,Madridviridae,Callistovirinae,Badaztecvirus,ICTV VMR38
NC_021774,Thumleimavirales,Peduoviridae,Alvaldivirinae,Peduovirus,ICTV VMR38
NC_070906,Thumleimavirales,Peduoviridae,Alvaldivirinae,Peduovirus,ICTV VMR38
NC_022750,Thumleimavirales,Peduoviridae,Alvaldivirinae,Peduovirus,ICTV VMR38
NC_055845,Thumleimavirales,Peduoviridae,Alvaldivirinae,Peduovirus,ICTV VMR38
NC_055846,Thumleimavirales,Peduoviridae,Alvaldivirinae,Peduovirus,ICTV VMR38
NC_049385,Thumleimavirales,Peduoviridae,Alvaldivirinae,Peduovirus,ICTV VMR38
NC_001317,Thumleimavirales,Peduoviridae,Alvaldivirinae,Eganvirus,ICTV VMR38
NC_070911,Thumleimavirales,Peduoviridae,Alvaldivirinae,Eganvirus,ICTV VMR38
NC_047833,Thumleimavirales,Peduoviridae,Alvaldivirinae,Eganvirus,ICTV VMR38
NC_005340,Thumleimavirales,Peduoviridae,Alvaldivirinae,Eganvirus,ICTV VMR38
NC_049459,Thumleimavirales,Peduoviridae,Alvaldivirinae,Eganvirus,ICTV VMR38
NC_029003,Thumleimavirales,Peduoviridae,Alvaldivirinae,Eganvirus,ICTV VMR38
NC_001895,Thumleimavirales,Peduoviridae,Alvaldivirinae,Peduovirus,ICTV VMR38
NC_004745,Thumleimavirales,Peduoviridae,Alvaldivirinae,Peduovirus,ICTV VMR38
NC_005056,Thumleimavirales,Peduoviridae,Alvaldivirinae,Peduovirus,ICTV VMR38
NC_070904,Thumleimavirales,Peduoviridae,Alvaldivirinae,Peduovirus,ICTV VMR38
NC_049461,Thumleimavirales,Peduoviridae,Alvaldivirinae,Peduovirus,ICTV VMR38
NC_070902,Thumleimavirales,Peduoviridae,Alvaldivirinae,Peduovirus,ICTV VMR38
NC_049388,Thumleimavirales,Peduoviridae,Alvaldivirinae,Peduovirus,ICTV VMR38
NC_049389,Thumleimavirales,Peduoviridae,Alvaldivirinae,Peduovirus,ICTV VMR38
NC_049387,Thumleimavirales,Peduoviridae,Alvaldivirinae,Peduovirus,ICTV VMR38
NC_049386,Thumleimavirales,Peduoviridae,Alvaldivirinae,Peduovirus,ICTV VMR38
NC_028896,Thumleimavirales,Peduoviridae,Alvaldivirinae,Peduovirus,ICTV VMR38
NC_070907,Thumleimavirales,Peduoviridae,Alvaldivirinae,Peduovirus,ICTV VMR38
NC_049457,Thumleimavirales,Peduoviridae,Alvaldivirinae,Peduovirus,ICTV VMR38
NC_070903,Thumleimavirales,Peduoviridae,Alvaldivirinae,Peduovirus,ICTV VMR38
NC_070905,Thumleimavirales,Peduoviridae,Alvaldivirinae,Peduovirus,ICTV VMR38
NC_055844,Thumleimavirales,Peduoviridae,Alvaldivirinae,Peduovirus,ICTV VMR38
NC_047818,Thumleimavirales,Peduoviridae,Alvaldivirinae,Felsduovirus,ICTV VMR38
NC_047753,Thumleimavirales,Peduoviridae,Alvaldivirinae,Felsduovirus,ICTV VMR38
NC_049452,Thumleimavirales,Peduoviridae,Alvaldivirinae,Felsduovirus,ICTV VMR38
NC_019488,Thumleimavirales,Peduoviridae,Alvaldivirinae,Felsduovirus,ICTV VMR38
NC_049453,Thumleimavirales,Peduoviridae,Alvaldivirinae,Felsduovirus,ICTV VMR38
NC_049448,Thumleimavirales,Peduoviridae,Alvaldivirinae,Felsduovirus,ICTV VMR38
NC_029015,Thumleimavirales,Peduoviridae,Alvaldivirinae,,ICTV VMR38
NC_047817,Thumleimavirales,Peduoviridae,Alvaldivirinae,Novemvirus,ICTV VMR38
NC_049450,Thumleimavirales,Peduoviridae,Alvaldivirinae,Novemvirus,ICTV VMR38
NC_049454,Thumleimavirales,Peduoviridae,Alvaldivirinae,Felsduovirus,ICTV VMR38
NC_049429,Thumleimavirales,Peduoviridae,Alvaldivirinae,Novemvirus,ICTV VMR38
NC_070913,Thumleimavirales,Peduoviridae,Alvaldivirinae,,ICTV VMR38
NC_070919,Thumleimavirales,Peduoviridae,Alvaldivirinae,,ICTV VMR38
NC_019932,Thumleimavirales,Peduoviridae,Alvaldivirinae,,ICTV VMR38
NC_070915,Thumleimavirales,Peduoviridae,Alvaldivirinae,Duonihilunusvirus,ICTV VMR38
NC_070914,Thumleimavirales,Peduoviridae,Alvaldivirinae,Duonihilunusvirus,ICTV VMR38
NC_070916,Thumleimavirales,Peduoviridae,Alvaldivirinae,Duonihilunusvirus,ICTV VMR38
NC_070918,Thumleimavirales,Peduoviridae,Alvaldivirinae,Duonihilunusvirus,ICTV VMR38
NC_041848,Thumleimavirales,Peduoviridae,Alvaldivirinae,Peduovirus,ICTV VMR38
NC_028943,Thumleimavirales,Peduoviridae,Alvaldivirinae,Peduovirus,ICTV VMR38
NC_049390,Thumleimavirales,Peduoviridae,Alvaldivirinae,Peduovirus,ICTV VMR38
NC_070920,Thumleimavirales,Peduoviridae,Alvaldivirinae,,ICTV VMR38
NC_049342,Thumleimavirales,Peduoviridae,Alvaldivirinae,Elveevirus,ICTV VMR38
NC_070908,Thumleimavirales,Peduoviridae,Alvaldivirinae,Peduovirus,ICTV VMR38
NC_070909,Thumleimavirales,Peduoviridae,Alvaldivirinae,Elveevirus,ICTV VMR38
NC_049460,Thumleimavirales,Peduoviridae,Gridrvirinae,,ICTV VMR38
NC_021343,Thumleimavirales,Peduoviridae,Gridrvirinae,,ICTV VMR38
NC_049392,Thumleimavirales,Peduoviridae,Fenrirvirinae,,ICTV VMR38
NC_070917,Thumleimavirales,Peduoviridae,Fenrirvirinae,,ICTV VMR38
NC_049395,Thumleimavirales,Peduoviridae,Fenrirvirinae,Quadragintavirus,ICTV VMR38
NC_049394,Thumleimavirales,Peduoviridae,Fenrirvirinae,Quadragintavirus,ICTV VMR38
NC_049393,Thumleimavirales,Peduoviridae,Fenrirvirinae,Quadragintavirus,ICTV VMR38
NC_047854,Thumleimavirales,Peduoviridae,Fenrirvirinae,,ICTV VMR38
NC_055862,Thumleimavirales,Peduoviridae,Farbautivirinae,Bielevirus,ICTV VMR38
NC_009542,Thumleimavirales,Peduoviridae,Farbautivirinae,Bielevirus,ICTV VMR38
NC_003313,Thumleimavirales,Peduoviridae,Farbautivirinae,,ICTV VMR38
NC_048066,Thumleimavirales,Peduoviridae,Farbautivirinae,Canoevirus,ICTV VMR38
NC_008193,Thumleimavirales,Peduoviridae,Farbautivirinae,Canoevirus,ICTV VMR38
NC_047790,Thumleimavirales,Peduoviridae,Farbautivirinae,,ICTV VMR38
NC_047775,Thumleimavirales,Peduoviridae,Farbautivirinae,Playavirus,ICTV VMR38
NC_049477,Thumleimavirales,Peduoviridae,Farbautivirinae,Playavirus,ICTV VMR38
NC_027368,Thumleimavirales,Peduoviridae,Farbautivirinae,Playavirus,ICTV VMR38
NC_030940,Thumleimavirales,Peduoviridae,Farbautivirinae,,ICTV VMR38
NC_003315,Thumleimavirales,Peduoviridae,Farbautivirinae,Hpunavirus,ICTV VMR38
NC_001697,Thumleimavirales,Peduoviridae,Farbautivirinae,Hpunavirus,ICTV VMR38
NC_055722,Thumleimavirales,Peduoviridae,Harpalykevirinae,Kisquattuordecimvirus,ICTV VMR38
NC_070910,Thumleimavirales,Peduoviridae,Harpalykevirinae,Kisquattuordecimvirus,ICTV VMR38
NC_009236,Thumleimavirales,Peduoviridae,Harpalykevirinae,,ICTV VMR38
NC_015266,Thumleimavirales,Peduoviridae,Harpalykevirinae,Aptresvirus,ICTV VMR38
NC_055863,Thumleimavirales,Peduoviridae,Harpalykevirinae,Aptresvirus,ICTV VMR38
NC_047752,Thumleimavirales,Peduoviridae,Harpalykevirinae,Aptresvirus,ICTV VMR38
NC_015265,Thumleimavirales,Peduoviridae,Harpalykevirinae,Aptresvirus,ICTV VMR38
NC_055911,Thumleimavirales,Peduoviridae,Harpalykevirinae,Tigrvirus,ICTV VMR38
NC_009234,Thumleimavirales,Peduoviridae,Harpalykevirinae,Tigrvirus,ICTV VMR38
NC_070912,Thumleimavirales,Peduoviridae,Harpalykevirinae,Tigrvirus,ICTV VMR38
NC_007145,Thumleimavirales,Peduoviridae,Harpalykevirinae,Tigrvirus,ICTV VMR38
NC_049432,Thumleimavirales,Peduoviridae,Harpalykevirinae,Aresaunavirus,ICTV VMR38
NC_025115,Thumleimavirales,Peduoviridae,Harpalykevirinae,Aresaunavirus,ICTV VMR38
NC_009382,Thumleimavirales,Peduoviridae,Harpalykevirinae,Aresaunavirus,ICTV VMR38
NC_015273,Thumleimavirales,Peduoviridae,Harpalykevirinae,Kisquattuordecimvirus,ICTV VMR38
NC_048109,Thumleimavirales,Peduoviridae,Harpalykevirinae,Citexvirus,ICTV VMR38
NC_023588,Thumleimavirales,Peduoviridae,Harpalykevirinae,,ICTV VMR38
NC_055793,Thumleimavirales,Peduoviridae,Harpalykevirinae,Citexvirus,ICTV VMR38
NC_003278,Thumleimavirales,Peduoviridae,Harpalykevirinae,Citexvirus,ICTV VMR38
NC_026014,Thumleimavirales,Peduoviridae,Pallenevirinae,Xuanwuvirus,ICTV VMR38
NC_049344,Thumleimavirales,Peduoviridae,Pallenevirinae,Xuanwuvirus,ICTV VMR38
NC_049391,Thumleimavirales,Peduoviridae,Pallenevirinae,Xuanwuvirus,ICTV VMR38
NC_049341,Thumleimavirales,Peduoviridae,Pallenevirinae,Xuanwuvirus,ICTV VMR38
NC_049343,Thumleimavirales,Peduoviridae,Pallenevirinae,,ICTV VMR38
NC_009551,Autographivirales,Saffermanviridae,Puckvirinae,,ICTV VMR38
NC_022751,Autographivirales,Saffermanviridae,Puckvirinae,,ICTV VMR38
NC_049971,Salasmavirales,Salasmaviridae_3,Ganymedevirinae,,ICTV VMR38
NC_055917,Salasmavirales,Salasmaviridae_3,Ganymedevirinae,,ICTV VMR38
NC_068555,Schitovirales,Schitoviridae_1,Sycoraxvirinae,Efbeekayvirus,ICTV VMR38
NC_055919,Schitovirales,Schitoviridae_1,Sycoraxvirinae,Efbeekayvirus,ICTV VMR38
NC_048659,Schitovirales,Schitoviridae_1,Sycoraxvirinae,Cbunavirus,ICTV VMR38
NC_048704,Schitovirales,Schitoviridae_1,Sycoraxvirinae,Cbunavirus,ICTV VMR38
NC_048654,Schitovirales,Schitoviridae_1,Sycoraxvirinae,Cbunavirus,ICTV VMR38
NC_048653,Schitovirales,Schitoviridae_1,Sycoraxvirinae,Cbunavirus,ICTV VMR38
NC_070860,Schitovirales,Schitoviridae_1,Sycoraxvirinae,Cbunavirus,ICTV VMR38
NC_070861,Schitovirales,Schitoviridae_1,Sycoraxvirinae,,ICTV VMR38
NC_048697,Schitovirales,Schitoviridae_1,Janusvirinae,Littlefixvirus,ICTV VMR38
NC_070866,Schitovirales,Schitoviridae_1,Janusvirinae,Littlefixvirus,ICTV VMR38
NC_048003,Schitovirales,Schitoviridae_1,Janusvirinae,,ICTV VMR38
NC_055717,Schitovirales,Schitoviridae_1,Amaltheavirinae,,ICTV VMR38
NC_049350,Schitovirales,Schitoviridae_1,Amaltheavirinae,Pacinivirus,ICTV VMR38
NC_028799,Schitovirales,Schitoviridae_1,Amaltheavirinae,Pacinivirus,ICTV VMR38
NC_005083,Strabovirales,Straboviridae,Metisvirinae,Schizotequatrovirus,ICTV VMR38
NC_021529,Strabovirales,Straboviridae,Metisvirinae,Schizotequatrovirus,ICTV VMR38
NC_023568,Strabovirales,Straboviridae,Metisvirinae,Schizotequatrovirus,ICTV VMR38
NC_028829,Strabovirales,Straboviridae,Metisvirinae,Schizotequatrovirus,ICTV VMR38
NC_019401,Strabovirales,Straboviridae,Metisvirinae,Alcyoneusvirus,ICTV VMR38
NC_041878,Strabovirales,Straboviridae,Metisvirinae,Alcyoneusvirus,ICTV VMR38
NC_041917,Strabovirales,Straboviridae,Metisvirinae,Alcyoneusvirus,ICTV VMR38
NC_042116,Strabovirales,Straboviridae,Metisvirinae,Alcyoneusvirus,ICTV VMR38
NC_019526,Strabovirales,Straboviridae,Metisvirinae,Alcyoneusvirus,ICTV VMR38
